FLASH,DESS,FISP,PSIF,Class
143,108,183,84,CLU0
131,97,174,57,CLU0
154,99,171,43,CLU0
150,105,176,62,CLU0
141,104,184,65,CLU0
144,107,187,82,CLU0
150,101,179,72,CLU0
141,106,178,63,CLU0
150,107,170,69,CLU0
144,105,170,65,CLU0
153,108,169,59,CLU0
146,114,162,47,CLU0
139,121,166,85,CLU0
129,111,175,80,CLU0
121,103,169,97,CLU0
131,107,176,111,CLU0
137,104,174,140,CLU0
140,114,182,156,CLU0
135,129,181,88,CLU0
132,130,187,102,CLU0
143,127,185,105,CLU0
137,141,184,132,CLU0
139,115,188,120,CLU0
137,116,191,124,CLU0
146,118,196,113,CLU0
154,117,185,119,CLU0
153,124,171,114,CLU0
159,133,189,102,CLU0
162,118,196,114,CLU0
146,117,180,104,CLU0
134,117,187,114,CLU0
135,119,187,101,CLU0
136,118,179,106,CLU0
127,122,179,93,CLU0
130,121,175,105,CLU0
127,119,177,107,CLU0
119,137,186,101,CLU0
119,130,186,115,CLU0
139,131,198,115,CLU0
119,126,184,101,CLU0
124,125,183,101,CLU0
119,129,190,121,CLU0
126,129,198,116,CLU0
129,131,206,120,CLU0
125,136,195,139,CLU0
139,122,192,126,CLU0
139,126,193,122,CLU0
140,122,194,119,CLU0
81,141,158,135,CLU0
94,142,185,123,CLU0
75,154,154,235,CLU0
72,175,112,270,CLU0
146,131,175,119,CLU0
155,125,175,149,CLU0
145,119,188,114,CLU0
155,111,174,110,CLU0
128,119,168,110,CLU0
104,117,171,121,CLU0
129,123,183,108,CLU0
130,124,177,111,CLU0
148,120,184,114,CLU0
157,113,195,112,CLU0
141,115,199,119,CLU0
134,120,189,123,CLU0
147,112,198,128,CLU0
150,110,181,123,CLU0
138,114,183,117,CLU0
134,117,182,129,CLU0
127,125,188,116,CLU0
110,125,181,120,CLU0
107,115,189,109,CLU0
78,136,170,109,CLU0
69,130,174,119,CLU0
100,112,185,110,CLU0
114,120,179,110,CLU0
119,118,174,109,CLU0
150,116,187,121,CLU0
138,117,189,115,CLU0
136,113,187,134,CLU0
152,108,178,124,CLU0
152,107,177,121,CLU0
143,105,177,124,CLU0
148,109,192,115,CLU0
138,106,176,151,CLU0
139,109,169,173,CLU0
141,116,166,174,CLU0
123,124,155,150,CLU0
117,111,162,102,CLU0
95,112,174,126,CLU0
114,117,175,109,CLU0
112,108,169,105,CLU0
132,99,166,104,CLU0
139,105,176,111,CLU0
139,106,172,102,CLU0
107,106,152,124,CLU0
123,110,156,131,CLU0
113,110,144,181,CLU0
71,150,112,229,CLU0
34,181,94,309,CLU0
30,164,89,313,CLU0
68,65,111,209,CLU0
80,58,69,94,CLU0
78,80,112,92,CLU0
69,23,93,31,CLU0
18,14,24,13,CLU0
29,14,1,18,CLU0
16,10,17,10,CLU0
18,4,14,16,CLU0
25,7,15,24,CLU0
22,21,24,36,CLU0
72,44,74,14,CLU0
77,10,35,47,CLU0
183,69,89,151,CLU0
204,76,71,118,CLU0
137,73,49,85,CLU0
94,39,99,44,CLU0
11,4,28,4,CLU0
5,4,9,1,CLU0
7,3,6,4,CLU0
10,7,2,13,CLU0
4,7,3,6,CLU0
4,3,3,3,CLU0
8,2,11,5,CLU0
5,5,6,7,CLU0
1,8,5,4,CLU0
0,4,1,8,CLU0
9,5,9,5,CLU0
3,9,1,8,CLU0
2,11,5,13,CLU0
11,4,7,10,CLU0
14,1,13,1,CLU0
32,45,63,97,CLU0
42,50,76,87,CLU0
41,49,74,96,CLU0
39,44,80,109,CLU0
26,40,61,98,CLU0
38,41,63,108,CLU0
39,41,61,124,CLU0
24,42,74,142,CLU0
22,31,67,158,CLU0
32,33,71,134,CLU0
35,33,65,126,CLU0
38,32,72,108,CLU0
37,35,62,125,CLU0
47,38,64,94,CLU0
46,31,66,85,CLU0
34,32,73,90,CLU0
45,30,66,106,CLU0
46,38,74,134,CLU0
48,36,92,118,CLU0
63,32,78,123,CLU0
57,38,68,126,CLU0
55,36,62,133,CLU0
53,28,61,185,CLU0
44,30,68,212,CLU0
43,34,65,192,CLU0
48,33,62,155,CLU0
52,30,66,137,CLU0
49,36,54,149,CLU0
51,28,63,172,CLU0
45,31,63,194,CLU0
45,39,71,141,CLU0
47,42,69,80,CLU0
40,39,64,12,CLU0
25,39,58,73,CLU0
35,33,67,134,CLU0
39,28,78,178,CLU0
38,32,76,189,CLU0
37,29,65,171,CLU0
38,30,55,144,CLU0
29,20,41,179,CLU0
35,33,56,209,CLU0
44,37,63,239,CLU0
37,35,77,216,CLU0
57,48,73,221,CLU0
40,47,83,179,CLU0
30,42,92,181,CLU0
40,46,99,168,CLU0
34,60,109,185,CLU0
36,72,148,158,CLU0
58,71,160,153,CLU0
60,78,144,150,CLU0
59,72,154,172,CLU0
46,58,141,166,CLU0
29,59,102,188,CLU0
35,42,98,204,CLU0
21,53,79,290,CLU0
40,112,120,204,CLU0
124,102,172,106,CLU0
163,99,169,146,CLU0
133,109,177,128,CLU0
127,105,166,121,CLU0
137,108,156,121,CLU0
131,100,166,130,CLU0
131,93,171,125,CLU0
131,99,166,128,CLU0
134,110,173,118,CLU0
133,100,179,124,CLU0
140,112,179,88,CLU0
130,100,180,47,CLU0
154,106,176,50,CLU0
144,111,182,62,CLU0
139,104,182,82,CLU0
143,112,183,84,CLU0
146,104,179,65,CLU0
142,104,181,50,CLU0
146,106,183,56,CLU0
144,100,173,82,CLU0
145,109,171,75,CLU0
147,113,174,62,CLU0
132,111,178,90,CLU0
129,106,179,74,CLU0
122,99,171,96,CLU0
130,102,176,120,CLU0
140,107,171,148,CLU0
132,123,189,157,CLU0
130,129,182,77,CLU0
137,126,182,84,CLU0
143,124,185,113,CLU0
141,128,188,119,CLU0
136,113,178,139,CLU0
136,105,188,145,CLU0
148,120,188,103,CLU0
148,118,188,110,CLU0
153,122,172,113,CLU0
159,131,187,108,CLU0
155,113,200,108,CLU0
139,124,186,114,CLU0
134,126,194,117,CLU0
131,123,192,102,CLU0
133,126,192,98,CLU0
123,121,188,99,CLU0
125,120,183,110,CLU0
118,118,184,112,CLU0
115,136,199,100,CLU0
126,127,188,101,CLU0
133,130,197,118,CLU0
112,133,190,105,CLU0
122,126,181,126,CLU0
114,131,194,128,CLU0
130,124,195,111,CLU0
124,130,199,125,CLU0
124,133,198,136,CLU0
145,117,197,108,CLU0
127,121,195,108,CLU0
121,128,186,144,CLU0
77,146,147,158,CLU0
82,146,181,143,CLU0
46,171,128,234,CLU0
115,153,138,208,CLU0
154,115,173,148,CLU0
152,123,167,157,CLU0
147,113,190,118,CLU0
142,112,176,115,CLU0
106,117,169,129,CLU0
115,115,176,114,CLU0
141,115,188,120,CLU0
142,116,181,107,CLU0
157,119,184,125,CLU0
157,116,184,119,CLU0
141,114,193,118,CLU0
122,118,183,130,CLU0
130,109,199,126,CLU0
147,112,185,117,CLU0
152,112,193,105,CLU0
140,117,194,120,CLU0
134,119,191,113,CLU0
97,126,188,127,CLU0
102,115,176,113,CLU0
73,167,153,121,CLU0
56,145,172,116,CLU0
94,111,179,99,CLU0
112,124,179,108,CLU0
117,114,183,111,CLU0
154,120,189,126,CLU0
143,125,186,106,CLU0
135,118,180,128,CLU0
143,106,186,118,CLU0
145,106,186,122,CLU0
142,104,180,122,CLU0
152,103,187,104,CLU0
142,102,181,114,CLU0
140,104,175,139,CLU0
144,108,176,164,CLU0
131,110,164,164,CLU0
128,110,159,108,CLU0
103,107,171,126,CLU0
110,115,172,114,CLU0
115,111,169,108,CLU0
133,96,168,104,CLU0
137,103,174,106,CLU0
144,106,176,111,CLU0
108,105,153,130,CLU0
120,108,156,133,CLU0
107,101,149,173,CLU0
60,156,122,235,CLU0
27,187,103,292,CLU0
33,159,101,276,CLU0
75,75,118,114,CLU0
82,76,93,93,CLU0
78,92,123,78,CLU0
73,17,73,15,CLU0
15,13,22,13,CLU0
21,16,7,13,CLU0
11,4,10,12,CLU0
23,3,17,19,CLU0
31,11,15,29,CLU0
20,22,26,35,CLU0
65,40,78,15,CLU0
97,17,43,52,CLU0
203,79,75,153,CLU0
208,78,58,123,CLU0
136,73,56,78,CLU0
89,39,87,38,CLU0
11,5,21,4,CLU0
2,1,10,3,CLU0
6,5,0,3,CLU0
8,4,8,14,CLU0
2,5,2,3,CLU0
7,1,4,10,CLU0
6,8,10,3,CLU0
6,3,2,4,CLU0
6,5,4,9,CLU0
1,4,2,9,CLU0
13,5,6,1,CLU0
6,10,5,4,CLU0
6,10,7,9,CLU0
8,5,9,7,CLU0
8,3,16,6,CLU0
34,43,54,107,CLU0
44,49,64,94,CLU0
45,51,65,77,CLU0
30,52,74,87,CLU0
20,43,64,79,CLU0
38,45,65,76,CLU0
39,40,66,97,CLU0
21,48,75,116,CLU0
21,39,72,137,CLU0
40,42,72,139,CLU0
39,39,76,137,CLU0
34,37,74,127,CLU0
39,33,65,112,CLU0
42,33,66,108,CLU0
39,32,70,101,CLU0
35,35,70,110,CLU0
46,39,69,105,CLU0
46,43,75,142,CLU0
45,47,85,131,CLU0
43,36,72,154,CLU0
40,36,71,149,CLU0
43,32,66,154,CLU0
42,33,61,195,CLU0
32,35,69,223,CLU0
40,34,67,217,CLU0
33,34,63,184,CLU0
32,34,64,155,CLU0
37,34,59,171,CLU0
40,29,59,210,CLU0
37,36,62,207,CLU0
37,45,63,154,CLU0
38,46,63,87,CLU0
31,43,56,31,CLU0
25,42,62,94,CLU0
36,43,75,117,CLU0
35,45,78,168,CLU0
40,35,64,183,CLU0
30,36,68,193,CLU0
44,34,52,121,CLU0
43,23,36,201,CLU0
42,35,54,256,CLU0
51,42,60,248,CLU0
37,32,68,196,CLU0
51,57,72,189,CLU0
42,56,93,141,CLU0
41,59,110,148,CLU0
43,64,113,115,CLU0
40,75,112,134,CLU0
60,93,157,135,CLU0
89,104,169,145,CLU0
93,109,157,136,CLU0
89,104,173,160,CLU0
76,91,165,173,CLU0
57,83,134,206,CLU0
42,68,110,255,CLU0
26,82,91,317,CLU0
42,137,106,259,CLU0
124,104,157,126,CLU0
149,103,172,139,CLU0
132,110,185,144,CLU0
129,104,171,128,CLU0
136,105,153,113,CLU0
124,97,170,111,CLU0
127,98,166,123,CLU0
131,110,167,119,CLU0
132,115,168,116,CLU0
133,109,165,110,CLU0
136,110,170,84,CLU0
131,105,176,72,CLU0
145,111,180,73,CLU0
137,113,182,69,CLU0
138,108,177,98,CLU0
142,113,179,87,CLU0
136,108,181,63,CLU0
139,100,182,53,CLU0
144,106,191,63,CLU0
142,100,175,100,CLU0
137,109,179,82,CLU0
139,106,188,75,CLU0
130,104,192,79,CLU0
130,100,185,73,CLU0
127,108,177,92,CLU0
133,109,178,125,CLU0
138,115,177,160,CLU0
120,127,191,151,CLU0
125,120,178,88,CLU0
143,117,174,90,CLU0
139,120,181,115,CLU0
146,112,185,109,CLU0
136,112,175,138,CLU0
134,100,186,143,CLU0
150,120,186,98,CLU0
144,120,190,97,CLU0
154,124,180,107,CLU0
150,124,182,113,CLU0
143,120,196,109,CLU0
135,132,190,120,CLU0
137,135,197,126,CLU0
126,131,198,102,CLU0
134,132,202,93,CLU0
125,123,193,111,CLU0
121,119,191,117,CLU0
111,121,196,123,CLU0
114,130,202,108,CLU0
129,128,188,97,CLU0
122,131,191,120,CLU0
115,137,192,116,CLU0
121,128,181,142,CLU0
114,127,191,133,CLU0
127,117,192,99,CLU0
123,134,190,119,CLU0
122,131,205,122,CLU0
135,118,197,117,CLU0
114,120,186,117,CLU0
113,133,178,160,CLU0
83,155,159,176,CLU0
57,186,154,239,CLU0
34,211,113,227,CLU0
142,141,171,142,CLU0
154,115,171,187,CLU0
155,116,167,158,CLU0
146,114,183,124,CLU0
118,118,174,117,CLU0
99,117,171,138,CLU0
124,113,185,104,CLU0
150,107,194,125,CLU0
152,108,181,106,CLU0
159,117,182,130,CLU0
157,119,176,126,CLU0
147,117,183,121,CLU0
119,117,181,127,CLU0
112,113,198,123,CLU0
133,116,193,110,CLU0
155,114,197,106,CLU0
143,119,199,115,CLU0
139,113,188,116,CLU0
93,126,183,127,CLU0
103,116,168,131,CLU0
78,185,138,152,CLU0
58,151,158,120,CLU0
96,113,171,96,CLU0
110,126,173,112,CLU0
120,114,191,109,CLU0
158,118,187,128,CLU0
144,119,178,109,CLU0
137,120,177,117,CLU0
135,108,184,111,CLU0
133,105,185,121,CLU0
137,107,182,115,CLU0
153,96,176,112,CLU0
145,98,175,102,CLU0
139,102,171,109,CLU0
142,106,179,133,CLU0
131,102,177,149,CLU0
130,107,165,122,CLU0
122,106,170,112,CLU0
116,114,167,113,CLU0
124,111,169,105,CLU0
132,97,171,101,CLU0
135,101,172,101,CLU0
146,105,175,121,CLU0
116,102,156,128,CLU0
112,107,156,133,CLU0
101,97,155,141,CLU0
50,162,134,241,CLU0
26,180,109,289,CLU0
46,155,101,233,CLU0
85,90,125,38,CLU0
84,90,126,84,CLU0
87,102,128,70,CLU0
71,21,57,16,CLU0
12,14,15,18,CLU0
16,18,9,7,CLU0
9,2,7,15,CLU0
25,3,18,18,CLU0
32,13,10,32,CLU0
31,22,23,33,CLU0
63,34,79,17,CLU0
106,18,45,54,CLU0
225,83,68,137,CLU0
230,80,41,113,CLU0
135,77,73,66,CLU0
92,41,89,36,CLU0
9,8,15,7,CLU0
1,2,9,6,CLU0
9,6,6,3,CLU0
9,3,8,8,CLU0
3,4,0,3,CLU0
8,4,4,6,CLU0
5,10,5,6,CLU0
9,2,5,3,CLU0
11,7,1,9,CLU0
2,5,3,4,CLU0
15,4,4,1,CLU0
2,8,10,3,CLU0
4,8,9,5,CLU0
10,7,10,6,CLU0
5,6,16,6,CLU0
41,37,51,104,CLU0
46,42,56,90,CLU0
50,44,52,65,CLU0
31,52,63,69,CLU0
24,43,59,56,CLU0
40,46,58,55,CLU0
31,40,64,67,CLU0
31,51,67,84,CLU0
35,49,70,88,CLU0
48,51,68,103,CLU0
40,47,83,94,CLU0
34,44,72,106,CLU0
39,38,66,76,CLU0
37,36,76,99,CLU0
33,35,75,101,CLU0
43,37,66,118,CLU0
49,45,74,101,CLU0
44,47,81,137,CLU0
46,55,79,139,CLU0
29,44,74,168,CLU0
35,39,78,171,CLU0
39,33,72,156,CLU0
36,36,64,168,CLU0
28,41,71,196,CLU0
37,37,65,233,CLU0
25,39,65,229,CLU0
19,41,64,188,CLU0
37,34,76,224,CLU0
36,34,60,253,CLU0
35,44,65,229,CLU0
35,45,62,198,CLU0
32,47,59,115,CLU0
20,44,64,77,CLU0
24,47,78,94,CLU0
22,51,54,33,CLU0
16,59,46,107,CLU0
29,37,54,178,CLU0
24,42,68,194,CLU0
45,42,50,107,CLU0
46,26,42,216,CLU0
42,32,59,261,CLU0
53,35,59,208,CLU0
33,34,60,174,CLU0
40,53,70,172,CLU0
43,61,94,140,CLU0
49,71,112,130,CLU0
49,78,116,127,CLU0
46,87,112,155,CLU0
79,105,144,165,CLU0
101,120,149,177,CLU0
108,119,153,159,CLU0
105,114,162,154,CLU0
99,111,159,138,CLU0
82,100,146,189,CLU0
49,95,124,245,CLU0
26,109,107,291,CLU0
35,158,102,268,CLU0
99,113,146,130,CLU0
144,100,172,136,CLU0
139,108,181,155,CLU0
138,108,170,127,CLU0
130,107,156,114,CLU0
120,102,170,106,CLU0
132,106,161,117,CLU0
135,114,168,107,CLU0
130,115,169,115,CLU0
133,110,158,91,CLU0
133,106,164,82,CLU0
133,107,169,99,CLU0
139,112,179,92,CLU0
134,113,178,82,CLU0
139,114,172,104,CLU0
140,110,178,89,CLU0
131,111,183,75,CLU0
136,100,183,76,CLU0
144,108,189,72,CLU0
141,104,176,104,CLU0
139,110,182,76,CLU0
133,100,190,88,CLU0
133,105,195,79,CLU0
132,100,187,75,CLU0
131,115,181,84,CLU0
133,119,178,118,CLU0
131,121,184,161,CLU0
117,123,183,144,CLU0
126,109,177,114,CLU0
144,114,173,108,CLU0
134,116,175,120,CLU0
148,101,176,121,CLU0
140,111,180,119,CLU0
139,106,186,122,CLU0
150,113,188,104,CLU0
144,126,188,91,CLU0
150,127,188,108,CLU0
139,121,177,119,CLU0
135,130,188,114,CLU0
138,134,192,115,CLU0
139,138,201,133,CLU0
129,136,204,104,CLU0
133,129,203,102,CLU0
127,125,193,123,CLU0
120,120,194,123,CLU0
109,123,200,135,CLU0
114,123,195,129,CLU0
130,135,188,114,CLU0
122,133,189,118,CLU0
127,136,192,128,CLU0
123,128,181,137,CLU0
118,119,183,126,CLU0
122,113,192,94,CLU0
125,140,183,110,CLU0
115,132,205,114,CLU0
120,124,190,140,CLU0
117,122,182,130,CLU0
118,137,179,161,CLU0
77,173,174,217,CLU0
34,241,121,342,CLU0
57,220,124,211,CLU0
151,133,190,111,CLU0
152,122,169,188,CLU0
161,108,173,145,CLU0
135,120,170,128,CLU0
97,126,169,120,CLU0
107,121,173,136,CLU0
133,114,194,100,CLU0
156,107,199,117,CLU0
155,106,183,107,CLU0
153,115,182,126,CLU0
153,118,179,127,CLU0
151,119,179,126,CLU0
130,118,186,118,CLU0
107,121,191,122,CLU0
122,118,197,105,CLU0
148,117,191,118,CLU0
146,123,192,116,CLU0
133,116,179,126,CLU0
101,126,169,114,CLU0
110,119,171,145,CLU0
87,178,134,191,CLU0
73,143,141,123,CLU0
104,117,165,108,CLU0
112,126,164,110,CLU0
132,114,188,109,CLU0
157,112,178,121,CLU0
138,105,175,116,CLU0
135,114,179,108,CLU0
124,111,180,106,CLU0
120,105,173,118,CLU0
128,109,178,112,CLU0
144,97,171,120,CLU0
138,98,171,116,CLU0
134,99,163,113,CLU0
138,104,176,111,CLU0
135,102,182,120,CLU0
130,107,176,132,CLU0
135,109,172,104,CLU0
132,112,162,111,CLU0
134,109,168,104,CLU0
131,99,172,103,CLU0
130,100,169,104,CLU0
138,104,168,121,CLU0
119,103,163,121,CLU0
107,107,158,126,CLU0
93,109,156,121,CLU0
45,170,135,243,CLU0
30,163,106,313,CLU0
58,147,96,180,CLU0
88,102,130,34,CLU0
83,99,140,71,CLU0
94,96,128,72,CLU0
64,28,49,16,CLU0
11,15,15,15,CLU0
15,17,8,9,CLU0
9,1,9,12,CLU0
26,4,13,17,CLU0
31,12,10,31,CLU0
49,24,24,27,CLU0
63,33,75,18,CLU0
98,18,42,69,CLU0
228,79,73,120,CLU0
245,85,36,96,CLU0
129,76,87,57,CLU0
97,43,99,29,CLU0
4,9,14,10,CLU0
0,5,7,3,CLU0
12,5,9,0,CLU0
12,6,1,2,CLU0
8,5,1,5,CLU0
8,3,9,7,CLU0
2,7,9,4,CLU0
5,4,13,5,CLU0
14,7,7,4,CLU0
3,4,5,1,CLU0
13,6,5,4,CLU0
0,5,12,5,CLU0
1,9,7,5,CLU0
11,8,9,8,CLU0
8,7,9,6,CLU0
45,34,58,83,CLU0
46,36,59,65,CLU0
48,37,49,61,CLU0
40,44,60,73,CLU0
32,37,55,54,CLU0
39,41,49,43,CLU0
21,40,57,52,CLU0
45,44,59,63,CLU0
45,48,67,59,CLU0
52,53,65,66,CLU0
39,48,79,48,CLU0
39,50,68,66,CLU0
46,45,68,46,CLU0
43,45,86,78,CLU0
36,44,79,95,CLU0
44,42,66,105,CLU0
51,49,74,95,CLU0
40,46,88,120,CLU0
46,58,84,142,CLU0
24,50,84,165,CLU0
39,47,83,188,CLU0
40,42,76,158,CLU0
33,40,72,167,CLU0
27,47,76,180,CLU0
28,42,66,220,CLU0
27,41,68,238,CLU0
22,50,67,206,CLU0
47,51,90,255,CLU0
37,40,71,246,CLU0
34,52,73,236,CLU0
36,43,67,234,CLU0
34,45,57,115,CLU0
24,42,82,92,CLU0
26,52,100,55,CLU0
14,45,81,76,CLU0
10,54,77,149,CLU0
24,37,58,216,CLU0
25,45,61,187,CLU0
46,44,49,140,CLU0
38,24,49,170,CLU0
33,27,66,165,CLU0
48,29,62,141,CLU0
28,40,61,178,CLU0
30,45,70,188,CLU0
37,63,87,167,CLU0
49,75,101,144,CLU0
59,83,109,165,CLU0
52,93,116,177,CLU0
77,109,132,183,CLU0
86,115,131,189,CLU0
97,111,148,185,CLU0
94,105,146,151,CLU0
96,109,143,111,CLU0
82,107,144,157,CLU0
49,108,139,184,CLU0
28,126,131,213,CLU0
32,160,123,218,CLU0
74,117,147,119,CLU0
143,94,167,134,CLU0
139,106,174,148,CLU0
142,111,168,125,CLU0
124,110,163,120,CLU0
125,108,170,116,CLU0
137,110,160,113,CLU0
137,108,166,105,CLU0
129,112,177,114,CLU0
135,106,166,88,CLU0
131,108,169,88,CLU0
135,107,168,105,CLU0
143,109,179,94,CLU0
134,113,173,91,CLU0
143,118,171,94,CLU0
141,106,181,85,CLU0
140,112,183,88,CLU0
136,105,184,100,CLU0
142,112,183,85,CLU0
140,106,173,106,CLU0
144,110,176,79,CLU0
133,98,177,100,CLU0
139,109,184,96,CLU0
133,103,182,78,CLU0
131,112,178,79,CLU0
128,120,173,117,CLU0
127,122,184,143,CLU0
125,117,173,132,CLU0
132,108,180,135,CLU0
137,119,176,120,CLU0
134,115,172,129,CLU0
145,103,173,135,CLU0
146,109,186,102,CLU0
147,114,188,102,CLU0
146,107,188,114,CLU0
144,130,182,100,CLU0
138,127,190,121,CLU0
136,123,177,125,CLU0
135,130,185,118,CLU0
143,130,193,108,CLU0
141,131,205,133,CLU0
137,130,209,110,CLU0
128,123,196,119,CLU0
127,128,192,128,CLU0
122,124,191,123,CLU0
116,124,194,136,CLU0
117,122,190,148,CLU0
129,140,191,132,CLU0
130,134,193,113,CLU0
132,131,192,131,CLU0
123,127,181,124,CLU0
123,116,178,112,CLU0
121,118,193,106,CLU0
120,142,180,114,CLU0
110,132,197,118,CLU0
118,130,191,138,CLU0
126,128,191,119,CLU0
114,149,181,182,CLU0
53,207,164,297,CLU0
35,263,107,381,CLU0
103,185,153,175,CLU0
153,126,191,122,CLU0
150,123,171,157,CLU0
158,108,176,125,CLU0
115,125,159,132,CLU0
92,133,167,122,CLU0
121,126,175,129,CLU0
146,118,198,106,CLU0
155,119,202,105,CLU0
148,110,190,107,CLU0
139,113,186,119,CLU0
141,115,187,123,CLU0
144,117,183,130,CLU0
145,119,192,113,CLU0
118,125,182,122,CLU0
123,115,191,104,CLU0
139,117,181,127,CLU0
147,123,179,120,CLU0
121,122,172,139,CLU0
112,124,162,101,CLU0
116,124,181,150,CLU0
93,155,140,209,CLU0
90,129,138,114,CLU0
112,118,163,128,CLU0
117,122,161,104,CLU0
146,109,179,112,CLU0
148,109,169,112,CLU0
126,100,179,118,CLU0
125,109,182,108,CLU0
112,114,180,108,CLU0
108,106,166,113,CLU0
112,111,174,118,CLU0
123,105,175,118,CLU0
121,102,174,127,CLU0
121,99,159,133,CLU0
131,99,173,111,CLU0
141,103,179,104,CLU0
134,108,182,130,CLU0
137,113,177,115,CLU0
143,110,160,110,CLU0
138,106,168,110,CLU0
130,101,171,108,CLU0
123,100,168,114,CLU0
123,105,161,107,CLU0
116,108,169,118,CLU0
112,107,160,111,CLU0
80,136,151,149,CLU0
39,175,124,257,CLU0
37,144,100,326,CLU0
60,126,100,161,CLU0
81,109,133,63,CLU0
78,106,134,95,CLU0
92,80,129,77,CLU0
55,24,42,3,CLU0
11,13,16,12,CLU0
18,12,8,16,CLU0
8,3,12,16,CLU0
25,7,3,17,CLU0
32,9,12,32,CLU0
65,26,32,19,CLU0
59,36,73,7,CLU0
102,18,42,93,CLU0
217,74,81,125,CLU0
237,90,37,88,CLU0
119,68,87,55,CLU0
104,44,102,23,CLU0
5,8,17,11,CLU0
5,5,7,4,CLU0
9,4,5,6,CLU0
5,4,6,3,CLU0
12,10,1,2,CLU0
8,2,10,12,CLU0
2,3,8,3,CLU0
5,2,18,4,CLU0
13,3,11,1,CLU0
9,7,4,4,CLU0
9,6,6,4,CLU0
3,4,11,6,CLU0
2,9,4,4,CLU0
16,7,6,6,CLU0
13,10,4,9,CLU0
43,26,66,52,CLU0
43,33,62,47,CLU0
39,32,54,55,CLU0
46,35,63,75,CLU0
38,31,54,74,CLU0
33,35,47,57,CLU0
22,35,54,63,CLU0
52,32,60,78,CLU0
43,37,65,79,CLU0
48,44,66,73,CLU0
40,40,67,49,CLU0
43,46,64,59,CLU0
59,45,69,52,CLU0
59,54,87,68,CLU0
47,54,82,90,CLU0
38,47,71,87,CLU0
49,51,73,89,CLU0
38,45,86,98,CLU0
49,56,89,126,CLU0
29,54,90,157,CLU0
44,53,81,197,CLU0
41,51,78,178,CLU0
31,53,79,162,CLU0
28,48,78,168,CLU0
21,48,70,193,CLU0
36,49,69,209,CLU0
36,63,69,201,CLU0
57,66,88,246,CLU0
40,47,83,212,CLU0
32,53,80,223,CLU0
36,41,72,240,CLU0
43,39,60,118,CLU0
42,41,91,13,CLU0
43,56,103,49,CLU0
43,35,109,126,CLU0
57,60,123,250,CLU0
44,46,69,273,CLU0
33,45,57,195,CLU0
49,36,51,187,CLU0
33,21,49,120,CLU0
27,27,68,143,CLU0
45,30,66,152,CLU0
30,48,74,204,CLU0
27,46,77,206,CLU0
30,66,85,175,CLU0
44,75,96,144,CLU0
63,83,106,162,CLU0
54,93,127,143,CLU0
61,109,136,140,CLU0
65,103,135,142,CLU0
77,104,155,168,CLU0
75,94,147,138,CLU0
84,100,143,121,CLU0
73,109,148,114,CLU0
58,109,156,124,CLU0
46,125,158,124,CLU0
50,144,156,153,CLU0
75,110,157,105,CLU0
137,93,165,128,CLU0
133,102,172,126,CLU0
135,107,170,121,CLU0
120,109,165,119,CLU0
133,110,172,125,CLU0
134,107,162,116,CLU0
136,99,161,114,CLU0
130,108,184,110,CLU0
139,104,176,99,CLU0
131,112,176,96,CLU0
136,107,172,89,CLU0
147,106,179,86,CLU0
135,116,171,91,CLU0
146,114,171,80,CLU0
147,105,182,78,CLU0
152,110,180,90,CLU0
138,107,182,104,CLU0
139,113,176,94,CLU0
141,104,165,105,CLU0
143,107,170,94,CLU0
137,98,165,105,CLU0
140,106,172,104,CLU0
135,106,178,77,CLU0
133,103,175,84,CLU0
125,114,170,123,CLU0
127,120,180,121,CLU0
136,119,173,120,CLU0
138,116,184,133,CLU0
128,124,180,117,CLU0
137,117,175,132,CLU0
144,114,182,128,CLU0
151,115,189,102,CLU0
152,117,189,97,CLU0
141,111,182,119,CLU0
138,130,180,114,CLU0
127,121,187,134,CLU0
143,125,185,130,CLU0
137,124,187,121,CLU0
142,127,191,109,CLU0
141,120,204,126,CLU0
142,121,207,117,CLU0
125,124,190,126,CLU0
130,132,192,124,CLU0
126,131,190,116,CLU0
124,129,188,126,CLU0
121,126,193,149,CLU0
125,138,196,130,CLU0
129,135,195,109,CLU0
119,128,191,120,CLU0
120,129,184,118,CLU0
127,124,183,108,CLU0
120,128,192,127,CLU0
110,134,182,128,CLU0
117,129,193,118,CLU0
126,132,200,103,CLU0
112,140,196,113,CLU0
84,173,168,253,CLU0
35,245,130,380,CLU0
70,237,124,322,CLU0
143,138,177,126,CLU0
156,120,181,140,CLU0
147,114,174,124,CLU0
144,115,174,117,CLU0
101,127,157,135,CLU0
101,135,172,121,CLU0
131,129,177,123,CLU0
159,122,199,113,CLU0
151,133,200,103,CLU0
133,118,198,107,CLU0
122,116,189,120,CLU0
124,119,191,120,CLU0
127,114,187,130,CLU0
148,117,192,116,CLU0
134,121,178,121,CLU0
134,112,181,108,CLU0
138,115,177,124,CLU0
143,119,174,120,CLU0
112,125,169,144,CLU0
116,121,168,99,CLU0
116,130,183,161,CLU0
93,140,147,194,CLU0
100,122,152,97,CLU0
117,116,167,141,CLU0
122,116,168,99,CLU0
151,103,173,114,CLU0
134,111,165,112,CLU0
115,104,180,118,CLU0
111,110,176,111,CLU0
104,114,181,118,CLU0
99,109,171,109,CLU0
97,114,171,122,CLU0
100,115,178,111,CLU0
104,111,179,119,CLU0
105,105,165,133,CLU0
